,Name,Acronym,Founded,Screenshot,Address,Tel,Fax,Other locations,Gender,International Students,Selection Type,Admission Rate,Admission Office,Student Enrollment,Academic Staff,Control Type,Entity Type,Academic Calendar,Campus Setting,Religious Affiliation,Library,Housing,Sport Facilities,Financial Aids,Study Abroad,Distance Learning,Academic Counseling,Career Services,Institutional Hospital,country rank,world rank,Facebook,Twitter,Linkedin,Youtube,Instagram,undergratuate_local,under_local,post_local,postgraduate_international,under_inter,post_inter,Colours,Motto
203,Purpan Engineering School,EIP,1919 ,"

 ","75, Voie du Toec Toulouse  31076 Occitanie France", +33 (0)5 61 15 30 30, +33 (0)5 61 15 30 00,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,  500-999,"
 50-99","
 Private",Not reported,"
 Semesters",Not reported,None,"
 Yes   ", Not reported ,  Yes, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,204,6515,https://www.facebook.com/EcoledIngenieursdePURPAN,https://twitter.com/EcoledePURPAN,https://www.linkedin.com/school/ecole-d'ingenieurs-de-purpan/,https://www.youtube.com/channel/UCAZjNPhIBcuTxXFvQ0w3sdA,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
204,International Institute for Trade and Development,ICD,1980 ,"

 ","12, rue Alexandre Parodi Paris  75010 Ile-de-France France", +33 (0)1 80 97 66 11, +33 (0)1 80 97 66 30,"Blagnac, Dublin, Shanghaï", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,  (0)1 80 97 66 00 ,"  1,000-1,999","
 under-50","
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,205,6539,https://www.facebook.com/icd.paris,NaN,https://www.linkedin.com/school/icd-internationalbusinessschool/,https://www.youtube.com/channel/UCdnmn2TNhWbzoqtxGWTtL-Q,,Local students,"10,000-12,500 US$ (7,400-9,200 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",International students,"10,000-12,500 US$ (7,400-9,200 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",,
205,Higher School of Commerce and Development 3A,ESCD 3A,1984 ,"

 ","CAMPUS HEP Lyon - René Cassin, 47 Rue Sergent Michel Berthet Lyon  69009 Auvergne-Rhone-Alpes France", +33 (0)4 72 85 73 73, +33 ,"Paris, Rennes", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,  250-499,"
 under-50","
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,206,6540,https://www.facebook.com/EcoletroisA,https://twitter.com/ESCD3A,https://www.linkedin.com/school/3a-ecole-du-management-responsable-et-solidaire/,https://www.youtube.com/channel/UC3V94EvBH6JBt4GTK83ReFw,,Local students,"7,500-10,000 US$ (5,500-7,400 Euro)",Not reported,International students,"7,500-10,000 US$ (5,500-7,400 Euro)",Not reported,,
206,ESC Pau Business School,ESC PAU,1962 ,"

 ","3, Rue Saint John Perse Pau  64000 Nouvelle-Aquitaine France", +33 (0)5 59 92 64 64, +33 (0)5 59 92 64 55,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,"  1,000-1,999","
 under-50","
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,207,6687,https://www.facebook.com/escpaubs,https://twitter.com/ESCPauBS,https://www.linkedin.com/school/ecole-sup%C3%A9rieure-de-commerce-de-pau/,https://www.youtube.com/channel/UCBSjEqHzf4R6FusZtdCUhmQ,,Local students,"7,500-10,000 US$ (5,500-7,400 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)",International students,"7,500-10,000 US$ (5,500-7,400 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)",,For Tomorrowers 
207,Strate School of Design,,1993 ,"

 ",27 avenue de la Division Leclerc Sèvres  92310 Ile-de-France France, +33 (0)1 46 42 88 77, +33 ,"Lyon, Singapore, Bangalore", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,  under-250,"
 600-699","
 Private",Not reported, Not reported,Not reported,None, Not reported  , Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,208,6704,https://www.facebook.com/strateecolededesign,https://twitter.com/StrateDesign,https://www.linkedin.com/school/strate-ecole-de-design/,https://www.youtube.com/channel/UC08ZQFC_jWP7gByQwVNj0VQ,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,Making the world +simple +fair +beautiful 
208,Brest Business School,BBS,1962 ,"

 ",2 Avenue de Provence Brest  29200 Bretagne France, +33 (0)2 98 34 44 44, +33 ,Vannes, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,  250-499,"
 under-50","
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,209,6886,https://www.facebook.com/BrestBS,https://twitter.com/BrestBS,https://www.linkedin.com/school/brest-business-school/,https://www.youtube.com/channel/UCVyGNOm4XigD2TzlsnIsBWg,,Local students,"7,500-10,000 US$ (5,500-7,400 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)",International students,"7,500-10,000 US$ (5,500-7,400 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)",,
209,National Graduate School of Chemistry of Lille,ENSCL,1894 ,"

 ","Bât C7, Cité scientifique; Boîte Postale 90108 Villeneuve-d'Ascq  59652 Hauts-de-France France", +33 (3) 20 33 62 75, +33 (3) 20 33 62 75,Lille, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on students' past academic record and grades", Not reported,"Bat C7, Avenue Mendeleiev, Cité Scientifique, BP 90108 Villeneuve d'Ascq 59652 (3) 20 33 62 75 ", Not reported, Not reported,"
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes",  Yes,Not reported,Not reported,Not reported,210,7041,https://www.facebook.com/ENSCL,NaN,https://www.linkedin.com/school/enscl/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
210,National Institute of Applied Sciences Centre Val de Loire,INSA CVL,1993 ,"

 ",3 rue de la Chocolaterie; CS 23410 Blois  41034 Centre-Val de Loire France, +33 (0)2 54 55 84 00, +33 (0)2 54 55 84 41,Bourges, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   , Not reported, Not reported,"
 Public",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,211,7139,https://www.facebook.com/insacvl,https://twitter.com/insacvl,https://www.linkedin.com/school/institut-national-des-sciences-appliqu%C3%A9es-centre-val-de-loire/,https://www.youtube.com/channel/UCcsvLP_cA0WbA8Evg--mlVA,,Local students,"0-1,000 US$ (0-750 Euro)",Not reported,International students,"0-1,000 US$ (0-750 Euro)",Not reported,,
211,Graduate School of Organic and Mineral Chemistry,ESCOM,1957 ,"

 ",1 allée du réseau Jean-Marie Buckmaster Compiègne  60200 Hauts-de-France France, +33 (0)3 44 23 88 00, +33 (0)3 44 97 15 91,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", 0-10%,   ,  500-999,"
 under-50","
 Private",  Non-Profit,"
 Continuous","
 Suburban","


 
Christian-Catholic ","
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,212,7249,https://www.facebook.com/profile.php?id=100057581164305,https://twitter.com/Escom_Chimie,https://www.linkedin.com/school/escom-chimie-compiegne/,https://www.youtube.com/channel/UCb1VFH5-he5arSsmrIhCvWA,,Local students,"5,000-7,500 US$ (3,700-5,500 Euro)","7,500-10,000 US$ (5,500-7,400 Euro)",International students,"2,500-5,000 US$ (1,800-3,700 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)",,Higher Education in Green Chemistry 
212,Graduate School of International Agro-development,ISTOM,1908 ,"

 ","4, rue Joseph Lakanal Angers  49000 Pays de la Loire France", +33 (0)2 53 61 84 60, +33 (0)2 53 61 84 61,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   , Not reported, Not reported,"
 Private",Not reported, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,213,7480,https://www.facebook.com/istom.ingenieur,https://twitter.com/istomingenieur,https://www.linkedin.com/school/istom/,NaN,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
213,EMLV Business School,EMLV,1994 ,"

 ",Pôle Universitaire Léonard de Vinci Paris La Défense  92916 Ile-de-France France, +33 (0)1 41 16 75 64, +33 ,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,  (0)1 41 16 71 01 ,"  1,000-1,999","
 under-50","
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,214,7613,https://www.facebook.com/EMLVparis,https://twitter.com/emlvparis,https://www.linkedin.com/school/ecole-de-management-leonard-de-vinci/,https://www.youtube.com/channel/UCel_PEPoGHdO-jgTF1Da-Nw,,Local students,Not reported,"10,000-12,500 US$ (7,400-9,200 Euro)",International students,Not reported,"10,000-12,500 US$ (7,400-9,200 Euro)",,
214,3iL School of Engineering,,1987 ,"

 ","43, Rue de Sainte Anne; Boîte Postale 834 Limoges  87015 Nouvelle-Aquitaine France", +33 (0)5 55 31 67 29, +33 (0)5 55 31 67 90,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not reported,"43, Rue de Sainte Anne - BP 834 Limoges 87015 (0)5 55 31 67 07 ",  250-499,"
 under-50","
 Private",Not reported,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,215,7821,https://www.facebook.com/3iLIngenieurs,https://twitter.com/3iL_Ingenieurs,https://www.linkedin.com/school/3il---ecole-d'ing-nieur-en-informatique---limoges/,NaN,,Local students,"2,500-5,000 US$ (1,800-3,700 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)",International students,"2,500-5,000 US$ (1,800-3,700 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)",,
215,ECAM Strasbourg-Europe,,2009 ,"

 ","Espace Européen de lEntreprise 2, Rue de Madrid Schiltigheim  67300 Grand Est France", +33 (0)3 90 40 09 63, +33 ,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,  (0)3 90 40 29 90 , Not reported, Not reported,"
 Private",Not reported, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,216,7964,https://www.facebook.com/IcamStrasbourgEurope,NaN,https://www.linkedin.com/school/icam-strasbourg-europe/,https://www.youtube.com/channel/UCpDTLAcGkchce2bLcnuseww,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
216,School of Industrial Biology,EBI,1992 ,"

 ",49 avenue de Genottes - CS90009 Cergy-Pontoise  95895 Ile-de-France France, +33 (0)1 85 76 66 90, +33 (0)1 30 75 62 41,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 30-40%,32 boulevard du Port Cergy 95094 (0)1 85 76 66 93 ,  500-999,"
 100-199","
 Private",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,217,8048,https://www.facebook.com/hubebi,https://twitter.com/ebicergy,https://www.linkedin.com/school/%C3%A9cole-de-biologie-industrielle/,https://www.youtube.com/channel/UCMblD2oTWt2UfkGCEe8TrYw,,Local students,"5,000-7,500 US$ (3,700-5,500 Euro)","7,500-10,000 US$ (5,500-7,400 Euro)",International students,"5,000-7,500 US$ (3,700-5,500 Euro)","7,500-10,000 US$ (5,500-7,400 Euro)","Blue, purple and orange",Conjuguer Passion et Carrière Conciliate Passion and Career
217,Graduate School of Foundry and Forge,ESFF,1923 ,"

 ",44 Avenue de la division Leclerc Sèvres  92310 Ile-de-France France, +33 (0)1 55 64 04 40, +33 (0)1 55 64 04 45,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 10-20%,44 ave de la Division Leclerc SEVRES 92310 (0)1 55 64 04 40 ,  under-250,"
 under-50","
 Private",  For-Profit,"
 Other","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported, Not reported,  Yes,Not reported,Not reported,Not reported,218,8230,https://www.facebook.com/esff.france,https://twitter.com/SupDeuxF,https://www.linkedin.com/company/esff/,https://www.youtube.com/channel/UCiKwf8R14L87rXZiLNzkXIg,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"5,000-7,500 US$ (3,700-5,500 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)",,
218,European Business School Paris,EBS Paris,1967 ,"

 ",10 rue Sextius-Michel Paris  75015 Ile-de-France France, +33 (0)1 84 14 02 15, +33 ,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  1,000-1,999","
 under-50","
 Private",  Non-Profit, Not reported,"
 Urban",None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,219,8435,https://www.facebook.com/ebs.Paris,https://twitter.com/ebs_Paris,https://www.linkedin.com/school/ebs-paris/,https://www.youtube.com/channel/UCLmE_JjFWO9lJn9zT-6cb-Q,,Local students,Not reported,"12,500-15,000 US$ (9,200-11,000 Euro)",International students,Not reported,"12,500-15,000 US$ (9,200-11,000 Euro)",,"Be unique, together "
219,Higher Institute of Materials and Advanced Mechanics of Le Mans,ISMANS,1987 ,"

 ","44, Avenue F. A. Bartholdi Le Mans  72000 Pays de la Loire France", +33 (0)2 43 21 40 00, +33 (0)2 43 21 40 39,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   , Not reported, Not reported,"
 Private",Not reported, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,220,8485,https://www.facebook.com/ismanscesi,https://twitter.com/ismanscesi,https://www.linkedin.com/school/ismans/,NaN,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
220,Louis de Broglie School,ECAM Rennes,1991 ,"

 ","Campus de Ker Lann, Contour de antoine de saint exupéry Bruz  35170 Bretagne France", +33 (0)2 99 05 84 00, +33 (0)2 99 05 84 19,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   , Not reported, Not reported,"
 Private",Not reported, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,221,8582,https://www.facebook.com/EcamRennesLouisDeBroglie,https://twitter.com/ECAMRennes,https://www.linkedin.com/school/ecam-rennes-louis-de-broglie/,https://www.youtube.com/channel/UCeqGPS6qN-KN_pymMmN1C7A,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
221,National School of Architecture of Nancy,EAN,1969 ,"

 ","2, Rue Bastien Lepage; Boîte Postale 40435 Nancy  54001 Grand Est France", +33 (0)3 83 30 81 00, +33 (0)3 83 30 81 30,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 10-20%,"2, Rue Bastien Lepage BP 40435 Nancy 54001 (0)3 83 30 81 00 ",  500-999,"
 50-99","
 Public",  Non-Profit,"
 Continuous","
 Urban",None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,222,8795,https://www.facebook.com/architecturenancy,https://twitter.com/ecolearchinancy,https://www.linkedin.com/school/ecole-nationale-sup%C3%A9rieure-d'architecture-de-nancy/,NaN,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",White and blue,
222,Graduate School of Building Engineering of Paris,ESITC Paris,1990 ,"

 ",79 avenue Aristide Briand CS80433 Arcueil  94234 Ile-de-France France, +33 (0)1 81 80 15 15, +33 ,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   , Not reported, Not reported,"
 Private",Not reported, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,223,8809,https://www.facebook.com/esitcparis,https://twitter.com/esitcparis,https://www.linkedin.com/school/esitc-paris/,https://www.youtube.com/channel/UC5bYY_EK7DUJNO_H7L3GxWQ,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
223,ECAM-EPMI Graduate School of Engineering,ECAM-EPMI,1992 ,"

 ",13 Boulevard de l'Hautil Cergy-Pontoise  95092 Ile-de-France France, +33 (0)1 30 75 60 40, +33 (0)1 30 75 60 41,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,  (0)1 30 75 60 48 , Not reported, Not reported,"
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,224,8858,https://www.facebook.com/epmi.officiel,https://twitter.com/EcoleECAM_EPMI,https://www.linkedin.com/school/ecam-epmi/,https://www.youtube.com/channel/UCHKCNVDQYsd5HIrDE0eFtFA,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,
